ticket_id,support_user_id,subject,priority,status,created_at,resolved_at
TKT_000054,SUP_000026,Performance degradation,high,solved,2023-08-30T00:00:00,
TKT_000055,SUP_000027,Performance degradation,high,closed,2023-07-18T00:00:00,2023-12-24T00:00:00
TKT_000056,SUP_000027,Billing discrepancy,high,solved,2024-04-26T00:00:00,2024-01-08T00:00:00
TKT_000057,SUP_000027,Feature request: bulk export,medium,solved,2024-05-02T00:00:00,2024-03-29T00:00:00
TKT_000058,SUP_000028,API rate limit exceeded,medium,solved,2022-12-09T00:00:00,
TKT_000059,SUP_000028,Cannot login to dashboard,low,pending,2022-09-09T00:00:00,2023-02-17T00:00:00
TKT_000060,SUP_000028,Question about pricing,high,solved,2022-10-07T00:00:00,2022-07-18T00:00:00
TKT_000061,SUP_000029,Need to update payment method,medium,solved,2023-02-08T00:00:00,
TKT_000062,SUP_000029,Feature request: bulk export,low,closed,2022-08-02T00:00:00,2022-07-22T00:00:00
TKT_000063,SUP_000029,Account access issue,high,closed,2022-08-14T00:00:00,2023-01-09T00:00:00
TKT_000064,SUP_000030,Billing discrepancy,high,solved,2023-10-22T00:00:00,2022-11-20T00:00:00
TKT_000065,SUP_000030,Feature request: bulk export,medium,open,2023-02-13T00:00:00,2023-07-26T00:00:00
TKT_000066,SUP_000031,Question about pricing,low,open,2023-07-30T00:00:00,2023-07-07T00:00:00
TKT_000067,SUP_000031,Billing discrepancy,medium,pending,2023-07-29T00:00:00,
TKT_000068,SUP_000032,Billing discrepancy,low,pending,2024-05-09T00:00:00,2023-08-11T00:00:00
TKT_000069,SUP_000033,Integration not working,medium,pending,2023-10-29T00:00:00,2023-07-07T00:00:00
TKT_000070,SUP_000034,Question about pricing,urgent,open,2022-08-26T00:00:00,
TKT_000071,SUP_000034,Question about pricing,medium,pending,2022-09-07T00:00:00,
TKT_000072,SUP_000035,Account access issue,low,closed,2023-11-02T00:00:00,2024-06-07T00:00:00
TKT_000073,SUP_000035,Cannot login to dashboard,urgent,pending,2023-11-22T00:00:00,
TKT_000074,SUP_000035,API rate limit exceeded,high,solved,2024-03-03T00:00:00,2024-03-28T00:00:00
TKT_000075,SUP_000036,Performance degradation,medium,solved,2023-02-10T00:00:00,2023-06-05T00:00:00
TKT_000076,SUP_000036,Question about pricing,high,solved,2022-12-22T00:00:00,2022-11-23T00:00:00
TKT_000077,SUP_000036,Question about pricing,high,solved,2023-04-25T00:00:00,2023-05-30T00:00:00
TKT_000078,SUP_000037,Cannot login to dashboard,low,solved,2023-04-25T00:00:00,2023-06-13T00:00:00
TKT_000079,SUP_000037,Question about pricing,medium,pending,2023-10-15T00:00:00,
TKT_000080,SUP_000037,Account access issue,medium,pending,2023-08-30T00:00:00,2023-07-12T00:00:00
TKT_000081,SUP_000038,Account access issue,low,solved,2022-11-08T00:00:00,2023-04-11T00:00:00
TKT_000082,SUP_000038,Need to update payment method,medium,solved,2022-07-07T00:00:00,
TKT_000083,SUP_000039,Billing discrepancy,medium,pending,2022-10-10T00:00:00,2023-06-30T00:00:00
TKT_000084,SUP_000040,API rate limit exceeded,urgent,solved,2023-07-02T00:00:00,
TKT_000085,SUP_000040,Account access issue,high,closed,2023-05-04T00:00:00,2023-10-08T00:00:00
TKT_000086,SUP_000040,Question about pricing,medium,solved,2023-12-29T00:00:00,2023-11-16T00:00:00
TKT_000087,SUP_000041,Billing discrepancy,medium,solved,2023-08-15T00:00:00,
TKT_000088,SUP_000041,Integration not working,urgent,open,2024-02-04T00:00:00,
TKT_000089,SUP_000041,Integration not working,high,open,2024-03-13T00:00:00,2023-09-16T00:00:00
TKT_000090,SUP_000042,Performance degradation,urgent,solved,2024-10-27T00:00:00,2024-05-13T00:00:00
TKT_000091,SUP_000042,Feature request: bulk export,high,solved,2025-01-06T00:00:00,
TKT_000092,SUP_000043,Data not syncing,high,pending,2024-04-08T00:00:00,2024-09-30T00:00:00
TKT_000093,SUP_000043,Data not syncing,medium,closed,2024-10-29T00:00:00,2024-01-06T00:00:00
TKT_000094,SUP_000043,Feature request: bulk export,medium,open,2024-06-01T00:00:00,
TKT_000095,SUP_000044,Integration not working,medium,closed,2023-01-06T00:00:00,
TKT_000096,SUP_000045,API rate limit exceeded,medium,open,2022-09-11T00:00:00,2023-02-19T00:00:00
TKT_000097,SUP_000046,Billing discrepancy,low,solved,2024-02-05T00:00:00,2024-06-11T00:00:00
TKT_000098,SUP_000046,Integration not working,low,solved,2024-05-02T00:00:00,
TKT_000099,SUP_000047,Need to update payment method,urgent,open,2024-07-28T00:00:00,
TKT_000100,SUP_000047,Integration not working,urgent,open,2024-06-24T00:00:00,2024-07-24T00:00:00
TKT_000101,SUP_000048,Need to update payment method,low,open,2022-11-07T00:00:00,
TKT_000102,SUP_000048,Integration not working,medium,solved,2022-06-23T00:00:00,
TKT_000103,SUP_000049,Cannot login to dashboard,high,solved,2023-08-10T00:00:00,2023-08-17T00:00:00
TKT_000104,SUP_000049,Account access issue,high,closed,2023-08-16T00:00:00,2023-01-15T00:00:00
TKT_000105,SUP_000050,Data not syncing,medium,closed,2022-03-08T00:00:00,2022-07-15T00:00:00
TKT_000106,SUP_000050,Feature request: bulk export,medium,open,2022-11-22T00:00:00,2022-06-19T00:00:00
TKT_000107,SUP_000050,Feature request: bulk export,medium,open,2022-10-27T00:00:00,2022-08-16T00:00:00
TKT_000108,SUP_000051,Account access issue,low,open,2022-07-03T00:00:00,2023-05-18T00:00:00
TKT_000109,SUP_000052,Integration not working,high,open,2024-01-20T00:00:00,2024-01-03T00:00:00
TKT_000110,SUP_000052,API rate limit exceeded,low,solved,2023-04-07T00:00:00,
TKT_000111,SUP_000052,Billing discrepancy,high,pending,2023-07-14T00:00:00,2024-03-25T00:00:00
TKT_000112,SUP_000053,Data not syncing,medium,solved,2022-05-12T00:00:00,2023-03-03T00:00:00
TKT_000113,SUP_000053,Performance degradation,medium,solved,2022-12-30T00:00:00,
TKT_000114,SUP_000053,API rate limit exceeded,urgent,pending,2022-03-13T00:00:00,
TKT_000115,SUP_000054,Integration not working,medium,open,2024-05-24T00:00:00,2023-12-10T00:00:00
TKT_000116,SUP_000055,Account access issue,urgent,open,2024-01-15T00:00:00,2024-10-07T00:00:00
TKT_000117,SUP_000056,Feature request: bulk export,medium,pending,2024-02-03T00:00:00,
TKT_000118,SUP_000057,Cannot login to dashboard,medium,open,2024-02-03T00:00:00,2023-08-30T00:00:00
TKT_000119,SUP_000057,Account access issue,high,open,2023-11-20T00:00:00,2024-01-13T00:00:00
TKT_000120,SUP_000057,Performance degradation,urgent,pending,2023-05-24T00:00:00,2023-06-20T00:00:00
TKT_000121,SUP_000058,API rate limit exceeded,urgent,solved,2022-02-07T00:00:00,2022-09-14T00:00:00
TKT_000122,SUP_000058,Integration not working,high,pending,2022-04-18T00:00:00,
TKT_000123,SUP_000059,Data not syncing,urgent,open,2023-05-08T00:00:00,2023-04-11T00:00:00
TKT_000124,SUP_000060,Account access issue,medium,open,2023-06-10T00:00:00,2023-02-14T00:00:00
TKT_000125,SUP_000060,Integration not working,medium,open,2022-10-28T00:00:00,2023-08-24T00:00:00
TKT_000126,SUP_000061,Integration not working,medium,closed,2022-08-17T00:00:00,2022-10-30T00:00:00
TKT_000127,SUP_000061,Billing discrepancy,urgent,closed,2022-10-26T00:00:00,2022-04-24T00:00:00
TKT_000128,SUP_000062,Need to update payment method,high,open,2022-09-11T00:00:00,2022-08-01T00:00:00
TKT_000129,SUP_000063,Integration not working,medium,solved,2024-04-07T00:00:00,
TKT_000130,SUP_000064,Billing discrepancy,medium,pending,2023-05-14T00:00:00,
TKT_000131,SUP_000064,Feature request: bulk export,low,solved,2023-03-27T00:00:00,2023-08-30T00:00:00
TKT_000132,SUP_000065,Question about pricing,urgent,pending,2023-04-20T00:00:00,
TKT_000133,SUP_000065,Performance degradation,medium,solved,2023-04-23T00:00:00,2023-01-26T00:00:00
TKT_000134,SUP_000065,Performance degradation,medium,pending,2023-05-03T00:00:00,2024-01-06T00:00:00
TKT_000135,SUP_000066,Performance degradation,low,pending,2022-11-15T00:00:00,2022-06-15T00:00:00
TKT_000136,SUP_000066,API rate limit exceeded,medium,solved,2023-04-09T00:00:00,2022-08-16T00:00:00
TKT_000137,SUP_000066,Need to update payment method,high,closed,2023-03-26T00:00:00,
TKT_000138,SUP_000067,Feature request: bulk export,medium,solved,2022-09-09T00:00:00,2022-11-19T00:00:00
TKT_000139,SUP_000067,Integration not working,low,closed,2022-08-25T00:00:00,
TKT_000140,SUP_000068,Question about pricing,medium,pending,2023-06-19T00:00:00,2023-10-07T00:00:00
TKT_000141,SUP_000068,Question about pricing,urgent,closed,2023-07-28T00:00:00,
TKT_000142,SUP_000069,Data not syncing,low,open,2024-04-22T00:00:00,2024-07-06T00:00:00
TKT_000143,SUP_000069,Account access issue,medium,closed,2023-11-24T00:00:00,
TKT_000144,SUP_000070,Feature request: bulk export,high,pending,2024-04-14T00:00:00,2024-04-03T00:00:00
TKT_000145,SUP_000070,Cannot login to dashboard,low,pending,2023-10-02T00:00:00,2023-11-29T00:00:00
TKT_000146,SUP_000071,Question about pricing,high,solved,2022-06-12T00:00:00,2023-04-07T00:00:00
TKT_000147,SUP_000071,API rate limit exceeded,urgent,solved,2023-04-14T00:00:00,2023-03-06T00:00:00
TKT_000148,SUP_000072,Account access issue,high,open,2022-05-16T00:00:00,2022-06-09T00:00:00
TKT_000149,SUP_000072,Performance degradation,low,open,2022-08-20T00:00:00,2022-08-15T00:00:00
TKT_000150,SUP_000073,API rate limit exceeded,medium,solved,2022-05-13T00:00:00,
TKT_000151,SUP_000073,Billing discrepancy,medium,solved,2023-02-04T00:00:00,
TKT_000152,SUP_000074,Feature request: bulk export,urgent,solved,2022-08-29T00:00:00,2022-09-03T00:00:00
TKT_000153,SUP_000074,Need to update payment method,medium,pending,2022-09-29T00:00:00,2023-07-24T00:00:00
TKT_000154,SUP_000074,Question about pricing,urgent,closed,2023-01-21T00:00:00,2023-06-03T00:00:00
TKT_000155,SUP_000075,Performance degradation,medium,open,2023-10-05T00:00:00,2023-08-25T00:00:00
TKT_000156,SUP_000075,Data not syncing,high,solved,2023-11-11T00:00:00,2023-05-30T00:00:00
TKT_000157,SUP_000075,Billing discrepancy,medium,solved,2023-06-19T00:00:00,2023-02-05T00:00:00
TKT_000158,SUP_000076,API rate limit exceeded,high,solved,2023-01-16T00:00:00,
TKT_000159,SUP_000077,Account access issue,urgent,solved,2022-12-26T00:00:00,2023-03-01T00:00:00
TKT_000160,SUP_000077,Performance degradation,low,solved,2022-12-05T00:00:00,
TKT_000161,SUP_000077,Data not syncing,urgent,closed,2022-08-02T00:00:00,
TKT_000162,SUP_000078,Feature request: bulk export,low,solved,2024-04-10T00:00:00,2024-02-24T00:00:00
TKT_000163,SUP_000078,Cannot login to dashboard,urgent,open,2023-06-17T00:00:00,
TKT_000164,SUP_000078,Data not syncing,urgent,solved,2023-12-22T00:00:00,2023-07-18T00:00:00
TKT_000165,SUP_000079,Performance degradation,medium,solved,2023-04-25T00:00:00,2023-10-04T00:00:00
TKT_000166,SUP_000079,Feature request: bulk export,low,solved,2023-04-05T00:00:00,2023-07-26T00:00:00
TKT_000167,SUP_000080,Billing discrepancy,low,closed,2022-12-28T00:00:00,2023-05-17T00:00:00
TKT_000168,SUP_000080,Need to update payment method,low,open,2023-04-20T00:00:00,2022-11-19T00:00:00
TKT_000169,SUP_000081,Need to update payment method,medium,closed,2024-04-24T00:00:00,2024-02-28T00:00:00
TKT_000170,SUP_000081,Question about pricing,medium,solved,2024-07-30T00:00:00,
TKT_000171,SUP_000082,Question about pricing,urgent,closed,2022-09-19T00:00:00,2023-06-05T00:00:00
TKT_000172,SUP_000082,Question about pricing,high,pending,2022-10-16T00:00:00,2023-05-21T00:00:00
TKT_000173,SUP_000083,API rate limit exceeded,medium,solved,2023-03-17T00:00:00,2022-08-02T00:00:00
TKT_000174,SUP_000083,Performance degradation,low,pending,2023-01-30T00:00:00,2022-08-09T00:00:00
TKT_000175,SUP_000083,Need to update payment method,low,closed,2022-07-04T00:00:00,2023-03-04T00:00:00
TKT_000176,SUP_000084,Cannot login to dashboard,medium,pending,2022-09-15T00:00:00,2022-10-20T00:00:00
TKT_000177,SUP_000085,Performance degradation,medium,open,2023-02-05T00:00:00,2022-08-16T00:00:00
TKT_000178,SUP_000085,Performance degradation,urgent,open,2022-05-11T00:00:00,
TKT_000179,SUP_000086,Integration not working,medium,solved,2023-03-18T00:00:00,2023-04-28T00:00:00
TKT_000180,SUP_000086,Need to update payment method,medium,open,2022-12-31T00:00:00,2023-03-09T00:00:00
TKT_000181,SUP_000087,Cannot login to dashboard,high,solved,2023-10-15T00:00:00,
TKT_000182,SUP_000087,Account access issue,medium,pending,2023-08-08T00:00:00,2023-07-02T00:00:00
TKT_000183,SUP_000087,Cannot login to dashboard,medium,open,2023-09-10T00:00:00,2024-01-28T00:00:00
TKT_000184,SUP_000088,Account access issue,urgent,pending,2023-10-27T00:00:00,2023-04-09T00:00:00
TKT_000185,SUP_000088,Performance degradation,high,closed,2023-04-11T00:00:00,
TKT_000186,SUP_000089,Feature request: bulk export,medium,pending,2023-02-23T00:00:00,2023-03-18T00:00:00
TKT_000187,SUP_000089,Account access issue,medium,solved,2023-01-15T00:00:00,2022-08-28T00:00:00
TKT_000188,SUP_000089,Feature request: bulk export,medium,solved,2022-09-12T00:00:00,2023-06-25T00:00:00
TKT_000189,SUP_000090,API rate limit exceeded,medium,pending,2023-08-01T00:00:00,
TKT_000190,SUP_000090,API rate limit exceeded,low,open,2022-11-29T00:00:00,2023-08-22T00:00:00
TKT_000191,SUP_000090,Feature request: bulk export,low,solved,2023-09-10T00:00:00,2023-09-16T00:00:00
TKT_000192,SUP_000091,Feature request: bulk export,low,open,2024-05-04T00:00:00,2024-11-03T00:00:00
TKT_000193,SUP_000092,Account access issue,medium,pending,2023-03-21T00:00:00,2022-12-21T00:00:00
TKT_000194,SUP_000092,Integration not working,urgent,pending,2022-08-03T00:00:00,2023-01-18T00:00:00
TKT_000195,SUP_000092,API rate limit exceeded,low,solved,2022-06-19T00:00:00,
TKT_000196,SUP_000093,Feature request: bulk export,urgent,pending,2023-07-01T00:00:00,2022-09-05T00:00:00
TKT_000197,SUP_000093,API rate limit exceeded,low,solved,2023-04-07T00:00:00,
TKT_000198,SUP_000094,Account access issue,medium,open,2023-02-01T00:00:00,
TKT_000199,SUP_000094,Need to update payment method,low,pending,2023-01-17T00:00:00,2023-03-03T00:00:00
TKT_000200,SUP_000095,Integration not working,medium,solved,2024-04-04T00:00:00,
TKT_000201,SUP_000095,Data not syncing,urgent,solved,2023-10-22T00:00:00,2024-03-04T00:00:00
TKT_000202,SUP_000096,Account access issue,medium,open,2024-07-28T00:00:00,
TKT_000203,SUP_000096,Account access issue,medium,solved,2024-03-03T00:00:00,
TKT_000204,SUP_000097,Feature request: bulk export,high,open,2023-10-09T00:00:00,
TKT_000205,SUP_000098,Performance degradation,high,pending,2022-04-17T00:00:00,2022-08-25T00:00:00
TKT_000206,SUP_000098,API rate limit exceeded,urgent,pending,2022-10-27T00:00:00,
TKT_000207,SUP_000098,Cannot login to dashboard,urgent,closed,2022-07-01T00:00:00,
TKT_000208,SUP_000099,Billing discrepancy,high,pending,2022-07-12T00:00:00,2022-06-25T00:00:00
TKT_000209,SUP_000099,Performance degradation,low,open,2023-05-18T00:00:00,
TKT_000210,SUP_000099,Data not syncing,low,open,2022-11-20T00:00:00,2022-06-28T00:00:00
TKT_000211,SUP_000100,Need to update payment method,low,open,2022-10-02T00:00:00,2023-04-24T00:00:00
TKT_000212,SUP_000100,Need to update payment method,medium,solved,2023-06-08T00:00:00,2022-08-31T00:00:00
TKT_000213,SUP_000101,Feature request: bulk export,medium,solved,2023-09-08T00:00:00,2024-01-28T00:00:00
TKT_000214,SUP_000101,Cannot login to dashboard,high,solved,2024-02-24T00:00:00,
TKT_000215,SUP_000102,Feature request: bulk export,urgent,solved,2023-03-08T00:00:00,
TKT_000216,SUP_000102,Question about pricing,urgent,open,2022-09-15T00:00:00,2022-06-14T00:00:00
TKT_000217,SUP_000103,Billing discrepancy,low,solved,2023-03-02T00:00:00,
TKT_000218,SUP_000103,Integration not working,high,closed,2024-01-27T00:00:00,
TKT_000219,SUP_000103,Question about pricing,medium,pending,2023-05-07T00:00:00,2024-02-14T00:00:00
TKT_000220,SUP_000104,Integration not working,urgent,solved,2024-02-16T00:00:00,2024-04-29T00:00:00
TKT_000221,SUP_000104,Data not syncing,urgent,solved,2023-10-25T00:00:00,
TKT_000222,SUP_000105,Billing discrepancy,medium,pending,2024-06-17T00:00:00,2023-12-24T00:00:00
TKT_000223,SUP_000105,Question about pricing,medium,solved,2024-03-19T00:00:00,
TKT_000224,SUP_000106,API rate limit exceeded,medium,closed,2022-04-09T00:00:00,
TKT_000225,SUP_000106,Account access issue,medium,open,2022-09-10T00:00:00,
TKT_000226,SUP_000107,Feature request: bulk export,urgent,closed,2022-06-16T00:00:00,2022-12-11T00:00:00
TKT_000227,SUP_000108,Performance degradation,low,closed,2022-08-15T00:00:00,2022-07-30T00:00:00
TKT_000228,SUP_000109,Feature request: bulk export,urgent,closed,2022-07-05T00:00:00,2022-07-15T00:00:00
TKT_000229,SUP_000109,Need to update payment method,low,solved,2022-02-18T00:00:00,2022-04-02T00:00:00
TKT_000230,SUP_000110,API rate limit exceeded,low,solved,2023-07-14T00:00:00,
TKT_000231,SUP_000110,API rate limit exceeded,high,pending,2022-12-23T00:00:00,2023-04-03T00:00:00
TKT_000232,SUP_000111,Integration not working,urgent,closed,2024-02-19T00:00:00,2024-05-31T00:00:00
TKT_000233,SUP_000112,API rate limit exceeded,medium,open,2023-12-09T00:00:00,
TKT_000234,SUP_000112,Question about pricing,urgent,solved,2023-11-10T00:00:00,2023-03-10T00:00:00
TKT_000235,SUP_000112,API rate limit exceeded,low,solved,2023-12-04T00:00:00,2023-11-08T00:00:00
TKT_000236,SUP_000113,Cannot login to dashboard,medium,solved,2022-11-25T00:00:00,
TKT_000237,SUP_000114,Question about pricing,medium,closed,2022-08-21T00:00:00,2022-12-25T00:00:00
TKT_000238,SUP_000114,Account access issue,medium,open,2023-05-14T00:00:00,
TKT_000239,SUP_000114,Cannot login to dashboard,urgent,solved,2023-02-02T00:00:00,2023-05-18T00:00:00
TKT_000240,SUP_000115,API rate limit exceeded,low,pending,2022-12-13T00:00:00,2022-09-15T00:00:00
TKT_000241,SUP_000116,Data not syncing,high,closed,2024-02-12T00:00:00,2024-05-28T00:00:00
TKT_000242,SUP_000116,Account access issue,medium,solved,2024-03-22T00:00:00,2024-02-07T00:00:00
TKT_000243,SUP_000117,Need to update payment method,high,pending,2023-06-24T00:00:00,
TKT_000244,SUP_000117,Need to update payment method,medium,solved,2023-10-09T00:00:00,2024-01-05T00:00:00
TKT_000245,SUP_000118,Need to update payment method,low,pending,2023-02-23T00:00:00,
TKT_000246,SUP_000118,Performance degradation,medium,solved,2022-08-16T00:00:00,2023-05-04T00:00:00
TKT_000247,SUP_000119,Feature request: bulk export,urgent,pending,2023-02-12T00:00:00,2023-02-27T00:00:00
TKT_000248,SUP_000119,Data not syncing,high,closed,2023-03-08T00:00:00,2022-07-06T00:00:00
TKT_000249,SUP_000119,Cannot login to dashboard,high,solved,2023-05-21T00:00:00,2022-11-09T00:00:00
TKT_000250,SUP_000120,Data not syncing,low,solved,2023-01-31T00:00:00,2023-04-13T00:00:00
TKT_000251,SUP_000120,Account access issue,low,solved,2023-11-05T00:00:00,2023-04-27T00:00:00
TKT_000252,SUP_000120,API rate limit exceeded,low,open,2023-11-16T00:00:00,
TKT_000253,SUP_000121,Performance degradation,urgent,pending,2022-12-19T00:00:00,
TKT_000254,SUP_000121,Account access issue,urgent,closed,2022-03-28T00:00:00,2022-06-29T00:00:00
TKT_000255,SUP_000122,Integration not working,urgent,solved,2023-06-09T00:00:00,2022-10-08T00:00:00
TKT_000256,SUP_000123,Account access issue,urgent,solved,2022-04-18T00:00:00,2022-10-02T00:00:00
TKT_000257,SUP_000123,Performance degradation,urgent,pending,2022-05-17T00:00:00,2023-02-04T00:00:00
TKT_000258,SUP_000124,Cannot login to dashboard,medium,solved,2023-02-11T00:00:00,2022-11-15T00:00:00
TKT_000259,SUP_000124,Cannot login to dashboard,urgent,closed,2022-12-25T00:00:00,2023-06-14T00:00:00
TKT_000260,SUP_000124,Performance degradation,low,solved,2022-09-10T00:00:00,
TKT_000261,SUP_000125,Account access issue,high,solved,2023-09-25T00:00:00,2023-12-06T00:00:00
TKT_000262,SUP_000125,Account access issue,medium,solved,2024-02-12T00:00:00,
TKT_000263,SUP_000126,Data not syncing,medium,pending,2022-12-20T00:00:00,2023-05-28T00:00:00
TKT_000264,SUP_000127,Data not syncing,urgent,solved,2024-04-27T00:00:00,2024-02-17T00:00:00
TKT_000265,SUP_000128,Cannot login to dashboard,medium,closed,2023-11-07T00:00:00,2023-04-15T00:00:00
TKT_000266,SUP_000129,Account access issue,medium,solved,2022-10-10T00:00:00,
TKT_000267,SUP_000129,Billing discrepancy,medium,solved,2023-03-18T00:00:00,2023-03-29T00:00:00
TKT_000268,SUP_000129,Integration not working,medium,pending,2023-02-11T00:00:00,2023-06-14T00:00:00
TKT_000269,SUP_000130,Account access issue,low,closed,2022-05-05T00:00:00,2022-12-29T00:00:00
TKT_000270,SUP_000130,Need to update payment method,high,solved,2022-05-11T00:00:00,2022-06-30T00:00:00
TKT_000271,SUP_000130,API rate limit exceeded,medium,solved,2022-05-04T00:00:00,2023-01-16T00:00:00
TKT_000272,SUP_000131,Data not syncing,high,solved,2023-03-21T00:00:00,2022-05-16T00:00:00
TKT_000273,SUP_000131,Account access issue,medium,closed,2023-01-05T00:00:00,2022-09-13T00:00:00
TKT_000274,SUP_000132,Feature request: bulk export,medium,solved,2023-07-29T00:00:00,2023-09-14T00:00:00
TKT_000275,SUP_000133,Data not syncing,urgent,closed,2022-04-07T00:00:00,
TKT_000276,SUP_000133,Question about pricing,medium,solved,2022-03-15T00:00:00,
TKT_000277,SUP_000134,Integration not working,high,closed,2023-01-21T00:00:00,2023-08-15T00:00:00
TKT_000278,SUP_000135,Data not syncing,low,solved,2022-05-15T00:00:00,
TKT_000279,SUP_000136,API rate limit exceeded,urgent,solved,2024-06-17T00:00:00,2024-08-09T00:00:00
