event_id,app_user_id,event_type,timestamp,properties
EVT_000040,APP_000008,settings_updated,2022-12-28T12:00:00,"{""plan"":""starter""}"
EVT_000041,APP_000009,invite_sent,2024-06-26T20:00:00,"{""source"":""crm""}"
EVT_000042,APP_000009,source_added,2024-12-08T10:00:00,{}
EVT_000043,APP_000009,settings_updated,2024-05-11T05:00:00,"{""count"":5}"
EVT_000044,APP_000009,api_call,2024-03-27T14:00:00,"{""source"":""crm""}"
EVT_000045,APP_000010,api_call,2022-11-07T08:00:00,"{""plan"":""starter""}"
EVT_000046,APP_000010,spec_created,2023-08-15T22:00:00,"{""source"":""crm""}"
EVT_000047,APP_000010,dashboard_view,2022-12-07T20:00:00,"{""plan"":""starter""}"
EVT_000048,APP_000010,source_added,2022-09-23T06:00:00,"{""plan"":""starter""}"
EVT_000049,APP_000010,dashboard_view,2022-10-02T10:00:00,"{""source"":""crm""}"
EVT_000050,APP_000010,export,2023-01-27T00:00:00,"{""plan"":""starter""}"
EVT_000051,APP_000010,dashboard_view,2024-01-04T09:00:00,{}
EVT_000052,APP_000010,reconcile_run,2023-01-13T07:00:00,"{""plan"":""starter""}"
EVT_000053,APP_000011,export,2023-05-07T04:00:00,"{""count"":5}"
EVT_000054,APP_000011,settings_updated,2022-07-28T21:00:00,"{""plan"":""starter""}"
EVT_000055,APP_000011,settings_updated,2023-05-07T14:00:00,"{""count"":5}"
EVT_000056,APP_000011,api_call,2022-11-13T20:00:00,"{""source"":""crm""}"
EVT_000057,APP_000011,reconcile_run,2023-09-05T17:00:00,"{""source"":""crm""}"
EVT_000058,APP_000011,reconcile_run,2023-04-16T10:00:00,{}
EVT_000059,APP_000011,api_call,2023-05-31T21:00:00,{}
EVT_000060,APP_000012,reconcile_run,2022-12-06T23:00:00,{}
EVT_000061,APP_000012,dashboard_view,2024-02-12T15:00:00,{}
EVT_000062,APP_000012,page_view,2023-01-21T16:00:00,{}
EVT_000063,APP_000012,page_view,2023-04-09T18:00:00,"{""plan"":""starter""}"
EVT_000064,APP_000013,spec_created,2022-07-11T18:00:00,"{""plan"":""starter""}"
EVT_000065,APP_000013,rule_modified,2022-03-07T14:00:00,"{""plan"":""starter""}"
EVT_000066,APP_000013,export,2022-02-07T03:00:00,{}
EVT_000067,APP_000014,settings_updated,2024-09-25T00:00:00,"{""source"":""crm""}"
EVT_000068,APP_000014,api_call,2024-06-25T20:00:00,"{""plan"":""starter""}"
EVT_000069,APP_000015,dashboard_view,2022-09-07T05:00:00,"{""plan"":""starter""}"
EVT_000070,APP_000015,api_call,2023-06-03T02:00:00,"{""count"":5}"
EVT_000071,APP_000015,invite_sent,2022-11-28T02:00:00,"{""plan"":""starter""}"
EVT_000072,APP_000016,rule_modified,2022-12-30T02:00:00,"{""count"":5}"
EVT_000073,APP_000016,source_added,2022-02-14T17:00:00,"{""source"":""crm""}"
EVT_000074,APP_000016,invite_sent,2022-09-24T12:00:00,"{""plan"":""starter""}"
EVT_000075,APP_000016,export,2022-03-19T23:00:00,"{""count"":5}"
EVT_000076,APP_000017,dashboard_view,2023-07-21T08:00:00,{}
EVT_000077,APP_000017,reconcile_run,2023-01-21T17:00:00,"{""count"":5}"
EVT_000078,APP_000017,page_view,2023-03-23T21:00:00,"{""plan"":""starter""}"
EVT_000079,APP_000017,dashboard_view,2022-11-13T18:00:00,{}
EVT_000080,APP_000018,reconcile_run,2023-05-04T20:00:00,"{""count"":5}"
EVT_000081,APP_000018,source_added,2023-12-27T20:00:00,"{""count"":5}"
EVT_000082,APP_000018,reconcile_run,2023-12-16T14:00:00,"{""plan"":""starter""}"
EVT_000083,APP_000018,settings_updated,2023-09-05T00:00:00,{}
EVT_000084,APP_000018,api_call,2023-04-24T23:00:00,"{""plan"":""starter""}"
EVT_000085,APP_000019,settings_updated,2023-07-26T03:00:00,"{""plan"":""starter""}"
EVT_000086,APP_000019,reconcile_run,2023-12-20T06:00:00,"{""source"":""crm""}"
EVT_000087,APP_000019,api_call,2022-11-19T04:00:00,{}
EVT_000088,APP_000019,invite_sent,2023-05-08T18:00:00,"{""source"":""crm""}"
EVT_000089,APP_000019,reconcile_run,2023-02-04T06:00:00,"{""plan"":""starter""}"
EVT_000090,APP_000019,spec_created,2023-05-09T19:00:00,{}
EVT_000091,APP_000020,source_added,2023-05-23T03:00:00,{}
EVT_000092,APP_000020,source_added,2022-11-18T03:00:00,"{""count"":5}"
EVT_000093,APP_000020,page_view,2023-04-25T16:00:00,"{""source"":""crm""}"
EVT_000094,APP_000021,rule_modified,2022-12-06T00:00:00,"{""plan"":""starter""}"
EVT_000095,APP_000021,api_call,2023-01-25T08:00:00,"{""count"":5}"
EVT_000096,APP_000022,export,2023-06-30T09:00:00,"{""count"":5}"
EVT_000097,APP_000022,rule_modified,2022-11-07T19:00:00,{}
EVT_000098,APP_000022,rule_modified,2022-06-24T01:00:00,"{""plan"":""starter""}"
EVT_000099,APP_000022,api_call,2022-06-07T18:00:00,"{""plan"":""starter""}"
EVT_000100,APP_000022,dashboard_view,2023-02-19T23:00:00,{}
EVT_000101,APP_000022,export,2022-09-12T12:00:00,{}
EVT_000102,APP_000022,page_view,2023-01-05T18:00:00,{}
EVT_000103,APP_000023,api_call,2024-06-30T21:00:00,{}
EVT_000104,APP_000023,export,2024-05-12T18:00:00,"{""count"":5}"
EVT_000105,APP_000023,source_added,2024-05-14T01:00:00,"{""source"":""crm""}"
EVT_000106,APP_000023,invite_sent,2024-03-30T01:00:00,{}
EVT_000107,APP_000023,export,2024-06-17T08:00:00,"{""plan"":""starter""}"
EVT_000108,APP_000023,page_view,2023-04-22T03:00:00,{}
EVT_000109,APP_000023,settings_updated,2023-11-07T00:00:00,"{""source"":""crm""}"
EVT_000110,APP_000023,spec_created,2023-05-12T21:00:00,{}
EVT_000111,APP_000024,dashboard_view,2023-05-18T11:00:00,"{""source"":""crm""}"
EVT_000112,APP_000024,rule_modified,2023-01-09T04:00:00,"{""plan"":""starter""}"
EVT_000113,APP_000024,settings_updated,2023-12-31T09:00:00,"{""plan"":""starter""}"
EVT_000114,APP_000024,export,2023-09-07T02:00:00,"{""source"":""crm""}"
EVT_000115,APP_000024,source_added,2023-05-11T19:00:00,"{""count"":5}"
EVT_000116,APP_000024,spec_created,2023-08-07T19:00:00,"{""source"":""crm""}"
EVT_000117,APP_000024,settings_updated,2023-05-05T20:00:00,"{""source"":""crm""}"
EVT_000118,APP_000024,export,2023-12-01T14:00:00,"{""plan"":""starter""}"
EVT_000119,APP_000025,reconcile_run,2022-08-19T05:00:00,"{""count"":5}"
EVT_000120,APP_000025,reconcile_run,2023-06-30T16:00:00,{}
EVT_000121,APP_000025,spec_created,2023-05-16T10:00:00,{}
EVT_000122,APP_000025,dashboard_view,2022-05-20T13:00:00,"{""plan"":""starter""}"
EVT_000123,APP_000025,api_call,2022-06-02T03:00:00,"{""count"":5}"
EVT_000124,APP_000025,spec_created,2022-05-02T08:00:00,"{""count"":5}"
EVT_000125,APP_000026,page_view,2023-05-12T03:00:00,"{""source"":""crm""}"
EVT_000126,APP_000026,api_call,2023-05-02T21:00:00,{}
EVT_000127,APP_000026,reconcile_run,2023-04-03T14:00:00,"{""count"":5}"
EVT_000128,APP_000026,dashboard_view,2023-02-04T19:00:00,{}
EVT_000129,APP_000026,source_added,2022-05-11T08:00:00,"{""source"":""crm""}"
EVT_000130,APP_000026,page_view,2022-07-28T04:00:00,"{""plan"":""starter""}"
EVT_000131,APP_000026,reconcile_run,2022-07-14T05:00:00,{}
EVT_000132,APP_000027,settings_updated,2023-06-01T23:00:00,"{""plan"":""starter""}"
EVT_000133,APP_000027,api_call,2024-06-04T03:00:00,"{""plan"":""starter""}"
EVT_000134,APP_000027,reconcile_run,2023-07-26T13:00:00,"{""plan"":""starter""}"
EVT_000135,APP_000028,reconcile_run,2024-03-20T19:00:00,"{""count"":5}"
EVT_000136,APP_000028,dashboard_view,2024-06-13T04:00:00,{}
EVT_000137,APP_000028,settings_updated,2023-05-06T21:00:00,"{""count"":5}"
EVT_000138,APP_000028,rule_modified,2023-06-24T08:00:00,"{""count"":5}"
EVT_000139,APP_000028,spec_created,2023-10-25T09:00:00,"{""count"":5}"
EVT_000140,APP_000028,export,2023-12-09T14:00:00,"{""plan"":""starter""}"
EVT_000141,APP_000028,page_view,2023-10-31T21:00:00,"{""source"":""crm""}"
EVT_000142,APP_000029,source_added,2024-03-19T06:00:00,"{""count"":5}"
EVT_000143,APP_000029,spec_created,2024-07-11T10:00:00,"{""plan"":""starter""}"
EVT_000144,APP_000029,page_view,2023-07-15T15:00:00,"{""count"":5}"
EVT_000145,APP_000029,api_call,2024-03-20T03:00:00,"{""count"":5}"
EVT_000146,APP_000030,source_added,2022-04-12T14:00:00,"{""plan"":""starter""}"
EVT_000147,APP_000030,invite_sent,2022-10-25T13:00:00,"{""count"":5}"
EVT_000148,APP_000031,invite_sent,2023-08-13T12:00:00,{}
EVT_000149,APP_000031,rule_modified,2023-11-18T03:00:00,"{""source"":""crm""}"
EVT_000150,APP_000031,dashboard_view,2023-08-09T22:00:00,"{""source"":""crm""}"
EVT_000151,APP_000031,export,2022-09-23T11:00:00,"{""count"":5}"
EVT_000152,APP_000031,rule_modified,2023-03-08T03:00:00,"{""source"":""crm""}"
EVT_000153,APP_000032,source_added,2022-12-09T04:00:00,"{""plan"":""starter""}"
EVT_000154,APP_000032,api_call,2023-04-17T10:00:00,"{""plan"":""starter""}"
EVT_000155,APP_000032,export,2023-05-13T05:00:00,"{""plan"":""starter""}"
EVT_000156,APP_000032,spec_created,2022-08-29T20:00:00,"{""plan"":""starter""}"
EVT_000157,APP_000032,source_added,2022-12-07T17:00:00,"{""count"":5}"
EVT_000158,APP_000032,rule_modified,2023-04-09T15:00:00,"{""plan"":""starter""}"
EVT_000159,APP_000033,source_added,2022-11-24T19:00:00,"{""plan"":""starter""}"
EVT_000160,APP_000033,export,2022-09-27T07:00:00,"{""plan"":""starter""}"
EVT_000161,APP_000033,source_added,2022-06-08T03:00:00,"{""source"":""crm""}"
EVT_000162,APP_000033,page_view,2023-03-29T09:00:00,"{""source"":""crm""}"
EVT_000163,APP_000034,invite_sent,2022-08-02T21:00:00,"{""count"":5}"
EVT_000164,APP_000034,reconcile_run,2023-07-13T07:00:00,"{""count"":5}"
EVT_000165,APP_000035,source_added,2023-12-21T22:00:00,"{""source"":""crm""}"
EVT_000166,APP_000035,rule_modified,2023-05-28T08:00:00,"{""count"":5}"
EVT_000167,APP_000035,invite_sent,2023-11-30T04:00:00,{}
EVT_000168,APP_000035,invite_sent,2024-01-03T15:00:00,"{""plan"":""starter""}"
EVT_000169,APP_000035,export,2023-07-19T19:00:00,"{""source"":""crm""}"
EVT_000170,APP_000036,rule_modified,2023-10-29T00:00:00,"{""count"":5}"
EVT_000171,APP_000036,page_view,2024-09-28T00:00:00,"{""source"":""crm""}"
EVT_000172,APP_000036,settings_updated,2024-02-04T13:00:00,{}
EVT_000173,APP_000036,invite_sent,2024-06-22T05:00:00,"{""plan"":""starter""}"
EVT_000174,APP_000036,settings_updated,2024-07-20T03:00:00,"{""plan"":""starter""}"
EVT_000175,APP_000036,export,2024-03-14T03:00:00,"{""plan"":""starter""}"
EVT_000176,APP_000036,page_view,2023-12-26T05:00:00,{}
EVT_000177,APP_000037,settings_updated,2023-10-13T07:00:00,"{""source"":""crm""}"
EVT_000178,APP_000037,export,2023-09-16T19:00:00,{}
EVT_000179,APP_000037,page_view,2024-03-15T05:00:00,{}
EVT_000180,APP_000037,spec_created,2023-05-13T23:00:00,{}
EVT_000181,APP_000037,rule_modified,2023-02-11T10:00:00,"{""source"":""crm""}"
EVT_000182,APP_000038,export,2024-01-12T16:00:00,"{""plan"":""starter""}"
EVT_000183,APP_000038,invite_sent,2023-09-28T07:00:00,"{""plan"":""starter""}"
EVT_000184,APP_000039,reconcile_run,2022-12-04T14:00:00,"{""count"":5}"
EVT_000185,APP_000039,source_added,2023-08-16T15:00:00,"{""source"":""crm""}"
EVT_000186,APP_000039,reconcile_run,2023-01-18T08:00:00,"{""plan"":""starter""}"
EVT_000187,APP_000039,dashboard_view,2023-10-11T19:00:00,"{""count"":5}"
EVT_000188,APP_000040,rule_modified,2025-02-21T03:00:00,"{""count"":5}"
EVT_000189,APP_000040,source_added,2024-05-06T22:00:00,"{""source"":""crm""}"
EVT_000190,APP_000041,rule_modified,2023-11-03T01:00:00,"{""source"":""crm""}"
EVT_000191,APP_000041,api_call,2023-09-21T14:00:00,"{""source"":""crm""}"
EVT_000192,APP_000041,export,2023-04-19T19:00:00,{}
EVT_000193,APP_000041,export,2023-05-10T20:00:00,"{""source"":""crm""}"
EVT_000194,APP_000041,spec_created,2023-07-30T02:00:00,"{""source"":""crm""}"
EVT_000195,APP_000041,spec_created,2023-10-06T00:00:00,{}
EVT_000196,APP_000041,page_view,2023-04-13T19:00:00,"{""count"":5}"
EVT_000197,APP_000041,reconcile_run,2023-01-13T18:00:00,{}
EVT_000198,APP_000042,rule_modified,2023-08-05T21:00:00,{}
EVT_000199,APP_000042,source_added,2023-05-08T15:00:00,{}
EVT_000200,APP_000042,api_call,2023-11-18T08:00:00,"{""count"":5}"
EVT_000201,APP_000042,api_call,2024-01-22T03:00:00,"{""plan"":""starter""}"
EVT_000202,APP_000042,invite_sent,2024-03-24T08:00:00,"{""count"":5}"
EVT_000203,APP_000043,export,2024-11-28T03:00:00,"{""count"":5}"
EVT_000204,APP_000043,page_view,2025-03-07T14:00:00,"{""plan"":""starter""}"
EVT_000205,APP_000043,spec_created,2024-09-13T16:00:00,"{""source"":""crm""}"
EVT_000206,APP_000043,page_view,2025-01-20T08:00:00,"{""count"":5}"
EVT_000207,APP_000043,source_added,2024-09-02T04:00:00,"{""source"":""crm""}"
EVT_000208,APP_000044,dashboard_view,2023-09-01T04:00:00,"{""count"":5}"
EVT_000209,APP_000044,export,2023-11-18T01:00:00,"{""count"":5}"
EVT_000210,APP_000044,export,2023-05-05T01:00:00,"{""count"":5}"
EVT_000211,APP_000044,page_view,2022-12-31T09:00:00,{}
EVT_000212,APP_000044,settings_updated,2023-07-29T00:00:00,"{""count"":5}"
EVT_000213,APP_000044,api_call,2023-12-23T00:00:00,"{""plan"":""starter""}"
EVT_000214,APP_000045,page_view,2023-12-20T19:00:00,"{""source"":""crm""}"
EVT_000215,APP_000045,api_call,2023-06-04T10:00:00,"{""count"":5}"
EVT_000216,APP_000046,settings_updated,2023-10-05T13:00:00,"{""source"":""crm""}"
EVT_000217,APP_000046,api_call,2024-11-01T09:00:00,"{""count"":5}"
EVT_000218,APP_000046,reconcile_run,2024-07-26T21:00:00,"{""count"":5}"
EVT_000219,APP_000046,rule_modified,2024-09-17T21:00:00,"{""plan"":""starter""}"
EVT_000220,APP_000046,reconcile_run,2025-01-19T03:00:00,"{""source"":""crm""}"
EVT_000221,APP_000046,reconcile_run,2024-07-20T22:00:00,"{""source"":""crm""}"
EVT_000222,APP_000046,rule_modified,2024-12-19T12:00:00,{}
EVT_000223,APP_000046,dashboard_view,2024-08-16T01:00:00,"{""source"":""crm""}"
EVT_000224,APP_000047,rule_modified,2023-08-09T02:00:00,"{""plan"":""starter""}"
EVT_000225,APP_000047,invite_sent,2024-07-01T09:00:00,"{""count"":5}"
EVT_000226,APP_000047,reconcile_run,2023-09-02T13:00:00,"{""plan"":""starter""}"
EVT_000227,APP_000047,api_call,2023-04-20T06:00:00,"{""source"":""crm""}"
EVT_000228,APP_000047,invite_sent,2024-01-03T22:00:00,"{""source"":""crm""}"
EVT_000229,APP_000047,page_view,2024-01-28T21:00:00,"{""source"":""crm""}"
EVT_000230,APP_000047,api_call,2023-04-24T16:00:00,"{""source"":""crm""}"
EVT_000231,APP_000048,rule_modified,2024-09-14T12:00:00,{}
EVT_000232,APP_000048,api_call,2024-12-15T22:00:00,{}
EVT_000233,APP_000048,settings_updated,2024-09-27T11:00:00,"{""count"":5}"
EVT_000234,APP_000048,page_view,2024-07-25T03:00:00,"{""plan"":""starter""}"
EVT_000235,APP_000048,page_view,2024-12-12T16:00:00,{}
EVT_000236,APP_000048,reconcile_run,2024-10-29T20:00:00,"{""count"":5}"
EVT_000237,APP_000048,source_added,2024-05-08T05:00:00,"{""count"":5}"
EVT_000238,APP_000048,reconcile_run,2024-12-01T08:00:00,"{""source"":""crm""}"
EVT_000239,APP_000049,spec_created,2024-08-30T16:00:00,"{""plan"":""starter""}"
EVT_000240,APP_000049,reconcile_run,2023-12-30T07:00:00,{}
EVT_000241,APP_000050,invite_sent,2023-03-27T09:00:00,{}
EVT_000242,APP_000050,source_added,2023-04-11T22:00:00,"{""count"":5}"
EVT_000243,APP_000050,export,2023-04-02T11:00:00,{}
EVT_000244,APP_000050,api_call,2022-09-01T08:00:00,"{""count"":5}"
EVT_000245,APP_000050,dashboard_view,2022-06-03T11:00:00,"{""count"":5}"
EVT_000246,APP_000050,dashboard_view,2022-08-31T12:00:00,"{""source"":""crm""}"
EVT_000247,APP_000051,settings_updated,2022-03-26T23:00:00,{}
EVT_000248,APP_000051,reconcile_run,2022-11-10T16:00:00,"{""plan"":""starter""}"
EVT_000249,APP_000051,api_call,2022-11-29T16:00:00,"{""source"":""crm""}"
EVT_000250,APP_000051,api_call,2022-10-15T15:00:00,"{""plan"":""starter""}"
EVT_000251,APP_000051,spec_created,2022-03-23T16:00:00,"{""plan"":""starter""}"
EVT_000252,APP_000051,spec_created,2022-11-25T22:00:00,"{""source"":""crm""}"
EVT_000253,APP_000051,spec_created,2023-02-08T15:00:00,"{""source"":""crm""}"
EVT_000254,APP_000052,reconcile_run,2023-11-25T08:00:00,{}
EVT_000255,APP_000052,reconcile_run,2025-03-07T19:00:00,"{""plan"":""starter""}"
EVT_000256,APP_000052,invite_sent,2023-11-18T13:00:00,"{""plan"":""starter""}"
EVT_000257,APP_000052,reconcile_run,2023-11-30T08:00:00,"{""source"":""crm""}"
EVT_000258,APP_000052,invite_sent,2024-10-01T20:00:00,"{""count"":5}"
EVT_000259,APP_000052,source_added,2024-09-21T13:00:00,"{""plan"":""starter""}"
EVT_000260,APP_000053,settings_updated,2023-12-18T10:00:00,"{""source"":""crm""}"
EVT_000261,APP_000053,api_call,2024-01-01T04:00:00,{}
EVT_000262,APP_000053,source_added,2023-04-14T22:00:00,{}
EVT_000263,APP_000053,reconcile_run,2024-07-01T09:00:00,"{""count"":5}"
EVT_000264,APP_000053,export,2024-01-25T16:00:00,{}
EVT_000265,APP_000053,dashboard_view,2023-11-25T17:00:00,{}
EVT_000266,APP_000053,dashboard_view,2023-03-22T14:00:00,"{""count"":5}"
EVT_000267,APP_000054,invite_sent,2023-12-05T04:00:00,"{""plan"":""starter""}"
EVT_000268,APP_000054,export,2023-08-03T16:00:00,"{""source"":""crm""}"
EVT_000269,APP_000055,dashboard_view,2023-01-12T02:00:00,"{""source"":""crm""}"
EVT_000270,APP_000055,page_view,2022-10-01T09:00:00,{}
EVT_000271,APP_000055,rule_modified,2022-10-29T22:00:00,"{""count"":5}"
EVT_000272,APP_000055,api_call,2022-05-16T00:00:00,"{""plan"":""starter""}"
EVT_000273,APP_000055,settings_updated,2022-03-17T15:00:00,{}
EVT_000274,APP_000056,dashboard_view,2024-01-21T23:00:00,"{""count"":5}"
EVT_000275,APP_000056,dashboard_view,2024-07-04T13:00:00,"{""plan"":""starter""}"
EVT_000276,APP_000056,spec_created,2024-03-19T09:00:00,{}
EVT_000277,APP_000056,api_call,2024-02-10T03:00:00,"{""plan"":""starter""}"
EVT_000278,APP_000057,page_view,2023-12-17T11:00:00,{}
EVT_000279,APP_000057,settings_updated,2024-07-03T03:00:00,"{""source"":""crm""}"
EVT_000280,APP_000057,settings_updated,2024-10-24T12:00:00,"{""plan"":""starter""}"
EVT_000281,APP_000057,settings_updated,2024-08-20T22:00:00,"{""source"":""crm""}"
EVT_000282,APP_000057,settings_updated,2024-08-12T16:00:00,{}
EVT_000283,APP_000057,spec_created,2023-12-10T18:00:00,"{""count"":5}"
EVT_000284,APP_000057,api_call,2024-04-04T17:00:00,"{""plan"":""starter""}"
EVT_000285,APP_000057,rule_modified,2023-12-16T08:00:00,"{""source"":""crm""}"
EVT_000286,APP_000058,rule_modified,2022-09-02T04:00:00,"{""plan"":""starter""}"
EVT_000287,APP_000058,api_call,2022-09-20T00:00:00,{}
EVT_000288,APP_000058,export,2022-06-27T05:00:00,"{""source"":""crm""}"
EVT_000289,APP_000058,invite_sent,2023-03-17T17:00:00,"{""plan"":""starter""}"
EVT_000290,APP_000058,spec_created,2023-05-23T21:00:00,"{""count"":5}"
EVT_000291,APP_000058,page_view,2022-06-15T19:00:00,"{""count"":5}"
EVT_000292,APP_000058,page_view,2022-12-04T03:00:00,"{""plan"":""starter""}"
EVT_000293,APP_000059,api_call,2023-10-07T22:00:00,"{""plan"":""starter""}"
EVT_000294,APP_000059,source_added,2022-11-05T09:00:00,"{""source"":""crm""}"
EVT_000295,APP_000059,source_added,2023-12-09T01:00:00,"{""plan"":""starter""}"
EVT_000296,APP_000059,invite_sent,2023-04-18T12:00:00,"{""source"":""crm""}"
EVT_000297,APP_000060,spec_created,2024-02-27T05:00:00,"{""source"":""crm""}"
EVT_000298,APP_000060,invite_sent,2024-10-10T02:00:00,"{""source"":""crm""}"
EVT_000299,APP_000060,invite_sent,2023-10-30T19:00:00,"{""source"":""crm""}"
EVT_000300,APP_000060,invite_sent,2023-10-16T08:00:00,"{""source"":""crm""}"
EVT_000301,APP_000061,rule_modified,2023-03-11T14:00:00,"{""source"":""crm""}"
EVT_000302,APP_000061,reconcile_run,2022-06-04T23:00:00,"{""plan"":""starter""}"
EVT_000303,APP_000061,export,2022-05-01T07:00:00,"{""plan"":""starter""}"
EVT_000304,APP_000061,export,2022-05-30T13:00:00,"{""plan"":""starter""}"
EVT_000305,APP_000062,export,2024-03-20T22:00:00,"{""count"":5}"
EVT_000306,APP_000062,page_view,2024-01-13T11:00:00,"{""count"":5}"
EVT_000307,APP_000062,settings_updated,2023-11-21T19:00:00,"{""count"":5}"
EVT_000308,APP_000062,api_call,2024-07-10T23:00:00,"{""count"":5}"
EVT_000309,APP_000062,export,2023-10-22T15:00:00,"{""count"":5}"
EVT_000310,APP_000062,invite_sent,2024-05-16T00:00:00,"{""count"":5}"
EVT_000311,APP_000062,dashboard_view,2025-01-25T19:00:00,"{""source"":""crm""}"
EVT_000312,APP_000063,reconcile_run,2022-06-22T13:00:00,"{""count"":5}"
EVT_000313,APP_000063,page_view,2023-02-25T02:00:00,"{""plan"":""starter""}"
EVT_000314,APP_000064,rule_modified,2023-11-25T03:00:00,"{""plan"":""starter""}"
EVT_000315,APP_000064,page_view,2024-04-22T05:00:00,"{""count"":5}"
EVT_000316,APP_000064,spec_created,2024-02-22T11:00:00,{}
EVT_000317,APP_000064,api_call,2024-06-08T06:00:00,"{""plan"":""starter""}"
EVT_000318,APP_000064,settings_updated,2024-01-12T01:00:00,{}
EVT_000319,APP_000065,page_view,2023-05-10T23:00:00,"{""count"":5}"
EVT_000320,APP_000065,page_view,2022-08-26T05:00:00,{}
EVT_000321,APP_000065,rule_modified,2022-10-02T04:00:00,"{""source"":""crm""}"
EVT_000322,APP_000066,source_added,2023-02-20T07:00:00,"{""plan"":""starter""}"
EVT_000323,APP_000066,api_call,2023-03-09T02:00:00,"{""count"":5}"
EVT_000324,APP_000066,export,2023-06-21T17:00:00,"{""source"":""crm""}"
EVT_000325,APP_000066,source_added,2022-12-15T23:00:00,"{""source"":""crm""}"
EVT_000326,APP_000067,dashboard_view,2022-09-19T15:00:00,"{""plan"":""starter""}"
EVT_000327,APP_000067,source_added,2022-08-17T23:00:00,"{""count"":5}"
EVT_000328,APP_000068,export,2022-09-21T04:00:00,"{""source"":""crm""}"
EVT_000329,APP_000068,invite_sent,2022-06-02T23:00:00,"{""count"":5}"
EVT_000330,APP_000068,invite_sent,2023-01-12T22:00:00,"{""source"":""crm""}"
EVT_000331,APP_000068,invite_sent,2022-08-15T00:00:00,"{""source"":""crm""}"
EVT_000332,APP_000068,rule_modified,2023-02-17T05:00:00,"{""plan"":""starter""}"
EVT_000333,APP_000069,reconcile_run,2023-07-17T04:00:00,"{""source"":""crm""}"
EVT_000334,APP_000069,page_view,2023-01-16T08:00:00,{}
EVT_000335,APP_000070,source_added,2023-02-25T12:00:00,"{""plan"":""starter""}"
EVT_000336,APP_000070,spec_created,2023-05-05T15:00:00,{}
