invoice_id,billing_account_id,amount_cents,currency,status,issued_at,paid_at
INV_000057,BILL_000026,440412,usd,paid,2022-04-09T00:00:00,2022-04-14T00:00:00
INV_000058,BILL_000026,272064,usd,open,2022-05-09T00:00:00,2022-05-14T00:00:00
INV_000059,BILL_000026,228152,usd,paid,2022-06-08T00:00:00,2022-06-13T00:00:00
INV_000060,BILL_000027,307923,usd,paid,2022-06-19T00:00:00,2022-06-24T00:00:00
INV_000061,BILL_000028,358903,usd,paid,2022-11-03T00:00:00,2022-11-08T00:00:00
INV_000062,BILL_000028,141901,usd,paid,2022-12-03T00:00:00,
INV_000063,BILL_000029,391958,usd,paid,2022-06-04T00:00:00,2022-06-09T00:00:00
INV_000064,BILL_000029,490985,usd,paid,2022-07-04T00:00:00,2022-07-09T00:00:00
INV_000065,BILL_000030,199142,usd,void,2023-07-30T00:00:00,2023-08-04T00:00:00
INV_000066,BILL_000030,250427,usd,paid,2023-08-29T00:00:00,2023-09-03T00:00:00
INV_000067,BILL_000031,377016,usd,paid,2023-08-13T00:00:00,2023-08-18T00:00:00
INV_000068,BILL_000031,437597,usd,void,2023-09-12T00:00:00,2023-09-17T00:00:00
INV_000069,BILL_000032,160041,usd,void,2022-05-07T00:00:00,2022-05-12T00:00:00
INV_000070,BILL_000032,80944,usd,open,2022-06-06T00:00:00,2022-06-11T00:00:00
INV_000071,BILL_000032,302152,usd,paid,2022-07-06T00:00:00,2022-07-11T00:00:00
INV_000072,BILL_000032,407827,usd,open,2022-08-05T00:00:00,2022-08-10T00:00:00
INV_000073,BILL_000033,97043,usd,paid,2022-12-05T00:00:00,2022-12-10T00:00:00
INV_000074,BILL_000033,184844,usd,paid,2023-01-04T00:00:00,2023-01-09T00:00:00
INV_000075,BILL_000033,459255,usd,paid,2023-02-03T00:00:00,
INV_000076,BILL_000033,214697,usd,paid,2023-03-05T00:00:00,2023-03-10T00:00:00
INV_000077,BILL_000034,58164,usd,paid,2023-02-22T00:00:00,2023-02-27T00:00:00
INV_000078,BILL_000034,112888,usd,paid,2023-03-24T00:00:00,
INV_000079,BILL_000035,105392,usd,paid,2023-02-15T00:00:00,2023-02-20T00:00:00
INV_000080,BILL_000035,250842,usd,paid,2023-03-17T00:00:00,2023-03-22T00:00:00
INV_000081,BILL_000035,149641,usd,paid,2023-04-16T00:00:00,2023-04-21T00:00:00
INV_000082,BILL_000035,385705,usd,paid,2023-05-16T00:00:00,2023-05-21T00:00:00
INV_000083,BILL_000036,188013,usd,paid,2023-01-18T00:00:00,
INV_000084,BILL_000036,148924,usd,paid,2023-02-17T00:00:00,
INV_000085,BILL_000036,184299,usd,open,2023-03-19T00:00:00,2023-03-24T00:00:00
INV_000086,BILL_000036,97399,usd,paid,2023-04-18T00:00:00,2023-04-23T00:00:00
INV_000087,BILL_000037,49108,usd,paid,2022-05-03T00:00:00,2022-05-08T00:00:00
INV_000088,BILL_000037,74496,usd,open,2022-06-02T00:00:00,2022-06-07T00:00:00
INV_000089,BILL_000037,267487,usd,void,2022-07-02T00:00:00,2022-07-07T00:00:00
INV_000090,BILL_000038,142742,usd,open,2022-11-10T00:00:00,2022-11-15T00:00:00
INV_000091,BILL_000038,179454,usd,paid,2022-12-10T00:00:00,2022-12-15T00:00:00
INV_000092,BILL_000039,457777,usd,paid,2023-09-01T00:00:00,2023-09-06T00:00:00
INV_000093,BILL_000039,175719,usd,paid,2023-10-01T00:00:00,2023-10-06T00:00:00
INV_000094,BILL_000040,35541,usd,paid,2022-07-09T00:00:00,
INV_000095,BILL_000040,436123,usd,void,2022-08-08T00:00:00,2022-08-13T00:00:00
INV_000096,BILL_000041,222075,usd,paid,2023-07-07T00:00:00,
INV_000097,BILL_000041,135101,usd,open,2023-08-06T00:00:00,2023-08-11T00:00:00
INV_000098,BILL_000041,366806,usd,open,2023-09-05T00:00:00,
INV_000099,BILL_000042,396075,usd,void,2023-10-15T00:00:00,2023-10-20T00:00:00
INV_000100,BILL_000042,390315,usd,paid,2023-11-14T00:00:00,2023-11-19T00:00:00
INV_000101,BILL_000042,463466,usd,void,2023-12-14T00:00:00,2023-12-19T00:00:00
INV_000102,BILL_000042,137058,usd,open,2024-01-13T00:00:00,
INV_000103,BILL_000043,212248,usd,paid,2023-10-19T00:00:00,2023-10-24T00:00:00
INV_000104,BILL_000044,66351,usd,paid,2023-04-01T00:00:00,2023-04-06T00:00:00
INV_000105,BILL_000045,108171,usd,open,2023-11-14T00:00:00,2023-11-19T00:00:00
INV_000106,BILL_000046,300552,usd,open,2022-09-06T00:00:00,
INV_000107,BILL_000047,409958,usd,open,2024-01-10T00:00:00,2024-01-15T00:00:00
INV_000108,BILL_000047,436987,usd,open,2024-02-09T00:00:00,2024-02-14T00:00:00
INV_000109,BILL_000047,146979,usd,paid,2024-03-10T00:00:00,2024-03-15T00:00:00
INV_000110,BILL_000047,42324,usd,paid,2024-04-09T00:00:00,2024-04-14T00:00:00
INV_000111,BILL_000048,98908,usd,paid,2023-03-28T00:00:00,2023-04-02T00:00:00
INV_000112,BILL_000048,289581,usd,open,2023-04-27T00:00:00,2023-05-02T00:00:00
INV_000113,BILL_000048,195579,usd,void,2023-05-27T00:00:00,2023-06-01T00:00:00
INV_000114,BILL_000048,282010,usd,paid,2023-06-26T00:00:00,2023-07-01T00:00:00
INV_000115,BILL_000049,378221,usd,void,2023-02-03T00:00:00,2023-02-08T00:00:00
INV_000116,BILL_000049,320920,usd,paid,2023-03-05T00:00:00,2023-03-10T00:00:00
INV_000117,BILL_000049,174831,usd,open,2023-04-04T00:00:00,2023-04-09T00:00:00
INV_000118,BILL_000049,256011,usd,void,2023-05-04T00:00:00,2023-05-09T00:00:00
INV_000119,BILL_000050,31160,usd,paid,2023-09-26T00:00:00,2023-10-01T00:00:00
INV_000120,BILL_000051,133932,usd,paid,2022-12-12T00:00:00,
INV_000121,BILL_000052,233102,usd,paid,2022-08-21T00:00:00,
INV_000122,BILL_000052,229752,usd,paid,2022-09-20T00:00:00,2022-09-25T00:00:00
INV_000123,BILL_000052,364687,usd,open,2022-10-20T00:00:00,
INV_000124,BILL_000052,215938,usd,paid,2022-11-19T00:00:00,
INV_000125,BILL_000053,77911,usd,open,2023-09-04T00:00:00,2023-09-09T00:00:00
INV_000126,BILL_000053,81711,usd,open,2023-10-04T00:00:00,2023-10-09T00:00:00
INV_000127,BILL_000053,353618,usd,paid,2023-11-03T00:00:00,
INV_000128,BILL_000054,273040,usd,paid,2023-07-02T00:00:00,
INV_000129,BILL_000055,346021,usd,paid,2024-03-11T00:00:00,2024-03-16T00:00:00
INV_000130,BILL_000055,247584,usd,void,2024-04-10T00:00:00,2024-04-15T00:00:00
INV_000131,BILL_000055,441466,usd,open,2024-05-10T00:00:00,2024-05-15T00:00:00
INV_000132,BILL_000056,303669,usd,paid,2022-04-12T00:00:00,2022-04-17T00:00:00
INV_000133,BILL_000056,403169,usd,paid,2022-05-12T00:00:00,2022-05-17T00:00:00
INV_000134,BILL_000056,99371,usd,paid,2022-06-11T00:00:00,
INV_000135,BILL_000057,432279,usd,paid,2022-05-01T00:00:00,2022-05-06T00:00:00
INV_000136,BILL_000057,456745,usd,paid,2022-05-31T00:00:00,
INV_000137,BILL_000057,318799,usd,paid,2022-06-30T00:00:00,2022-07-05T00:00:00
INV_000138,BILL_000057,304968,usd,open,2022-07-30T00:00:00,2022-08-04T00:00:00
INV_000139,BILL_000058,84558,usd,paid,2022-10-20T00:00:00,2022-10-25T00:00:00
INV_000140,BILL_000059,408253,usd,paid,2022-05-05T00:00:00,2022-05-10T00:00:00
INV_000141,BILL_000059,384603,usd,paid,2022-06-04T00:00:00,
INV_000142,BILL_000059,158304,usd,paid,2022-07-04T00:00:00,2022-07-09T00:00:00
INV_000143,BILL_000060,364269,usd,void,2022-06-30T00:00:00,
INV_000144,BILL_000060,206668,usd,paid,2022-07-30T00:00:00,2022-08-04T00:00:00
INV_000145,BILL_000061,41221,usd,void,2023-09-18T00:00:00,2023-09-23T00:00:00
INV_000146,BILL_000061,21755,usd,open,2023-10-18T00:00:00,2023-10-23T00:00:00
INV_000147,BILL_000061,117213,usd,paid,2023-11-17T00:00:00,
INV_000148,BILL_000062,283300,usd,paid,2023-08-16T00:00:00,2023-08-21T00:00:00
INV_000149,BILL_000062,482873,usd,paid,2023-09-15T00:00:00,
INV_000150,BILL_000063,54579,usd,open,2024-01-03T00:00:00,2024-01-08T00:00:00
INV_000151,BILL_000063,138560,usd,paid,2024-02-02T00:00:00,
INV_000152,BILL_000063,396916,usd,paid,2024-03-03T00:00:00,2024-03-08T00:00:00
INV_000153,BILL_000063,437400,usd,paid,2024-04-02T00:00:00,2024-04-07T00:00:00
INV_000154,BILL_000064,340543,usd,void,2023-09-20T00:00:00,
INV_000155,BILL_000065,497482,usd,open,2022-09-30T00:00:00,2022-10-05T00:00:00
INV_000156,BILL_000065,389166,usd,open,2022-10-30T00:00:00,2022-11-04T00:00:00
INV_000157,BILL_000066,197213,usd,paid,2022-09-14T00:00:00,2022-09-19T00:00:00
INV_000158,BILL_000066,333737,usd,paid,2022-10-14T00:00:00,2022-10-19T00:00:00
INV_000159,BILL_000066,481604,usd,void,2022-11-13T00:00:00,2022-11-18T00:00:00
INV_000160,BILL_000067,83248,usd,open,2022-08-16T00:00:00,2022-08-21T00:00:00
INV_000161,BILL_000068,372360,usd,paid,2023-10-11T00:00:00,2023-10-16T00:00:00
INV_000162,BILL_000068,470732,usd,paid,2023-11-10T00:00:00,2023-11-15T00:00:00
INV_000163,BILL_000069,253537,usd,paid,2022-11-27T00:00:00,2022-12-02T00:00:00
INV_000164,BILL_000070,177681,usd,paid,2023-12-16T00:00:00,2023-12-21T00:00:00
INV_000165,BILL_000071,304905,usd,paid,2022-11-21T00:00:00,2022-11-26T00:00:00
INV_000166,BILL_000071,143680,usd,paid,2022-12-21T00:00:00,2022-12-26T00:00:00
INV_000167,BILL_000071,470718,usd,void,2023-01-20T00:00:00,2023-01-25T00:00:00
INV_000168,BILL_000072,190814,usd,paid,2022-07-17T00:00:00,2022-07-22T00:00:00
INV_000169,BILL_000072,92671,usd,paid,2022-08-16T00:00:00,2022-08-21T00:00:00
INV_000170,BILL_000073,296365,usd,paid,2024-02-01T00:00:00,2024-02-06T00:00:00
INV_000171,BILL_000073,288251,usd,void,2024-03-02T00:00:00,2024-03-07T00:00:00
INV_000172,BILL_000073,54371,usd,void,2024-04-01T00:00:00,2024-04-06T00:00:00
INV_000173,BILL_000074,337648,usd,void,2022-09-19T00:00:00,2022-09-24T00:00:00
INV_000174,BILL_000074,380603,usd,void,2022-10-19T00:00:00,2022-10-24T00:00:00
INV_000175,BILL_000074,448415,usd,open,2022-11-18T00:00:00,2022-11-23T00:00:00
INV_000176,BILL_000075,25818,usd,paid,2023-08-24T00:00:00,2023-08-29T00:00:00
INV_000177,BILL_000076,183137,usd,paid,2023-10-17T00:00:00,2023-10-22T00:00:00
INV_000178,BILL_000076,14894,usd,paid,2023-11-16T00:00:00,2023-11-21T00:00:00
INV_000179,BILL_000076,256376,usd,open,2023-12-16T00:00:00,2023-12-21T00:00:00
INV_000180,BILL_000077,232045,usd,open,2023-08-29T00:00:00,2023-09-03T00:00:00
INV_000181,BILL_000077,346425,usd,paid,2023-09-28T00:00:00,
INV_000182,BILL_000078,482021,usd,paid,2022-06-09T00:00:00,2022-06-14T00:00:00
INV_000183,BILL_000078,269673,usd,paid,2022-07-09T00:00:00,2022-07-14T00:00:00
INV_000184,BILL_000078,455967,usd,open,2022-08-08T00:00:00,2022-08-13T00:00:00
INV_000185,BILL_000078,140123,usd,paid,2022-09-07T00:00:00,2022-09-12T00:00:00
INV_000186,BILL_000079,474122,usd,paid,2022-12-06T00:00:00,2022-12-11T00:00:00
INV_000187,BILL_000079,179666,usd,paid,2023-01-05T00:00:00,2023-01-10T00:00:00
INV_000188,BILL_000079,161299,usd,paid,2023-02-04T00:00:00,2023-02-09T00:00:00
INV_000189,BILL_000079,383099,usd,paid,2023-03-06T00:00:00,
INV_000190,BILL_000080,366544,usd,paid,2022-06-08T00:00:00,2022-06-13T00:00:00
INV_000191,BILL_000080,473739,usd,open,2022-07-08T00:00:00,2022-07-13T00:00:00
INV_000192,BILL_000080,276385,usd,paid,2022-08-07T00:00:00,2022-08-12T00:00:00
INV_000193,BILL_000081,227360,usd,void,2023-03-05T00:00:00,
INV_000194,BILL_000081,477395,usd,paid,2023-04-04T00:00:00,
INV_000195,BILL_000081,306575,usd,paid,2023-05-04T00:00:00,2023-05-09T00:00:00
INV_000196,BILL_000081,401259,usd,paid,2023-06-03T00:00:00,2023-06-08T00:00:00
INV_000197,BILL_000082,124862,usd,paid,2023-05-23T00:00:00,2023-05-28T00:00:00
INV_000198,BILL_000083,205660,usd,open,2024-01-24T00:00:00,2024-01-29T00:00:00
INV_000199,BILL_000083,45324,usd,void,2024-02-23T00:00:00,2024-02-28T00:00:00
INV_000200,BILL_000084,300165,usd,paid,2023-04-17T00:00:00,2023-04-22T00:00:00
INV_000201,BILL_000084,309404,usd,void,2023-05-17T00:00:00,2023-05-22T00:00:00
INV_000202,BILL_000084,224094,usd,paid,2023-06-16T00:00:00,2023-06-21T00:00:00
INV_000203,BILL_000084,232747,usd,paid,2023-07-16T00:00:00,2023-07-21T00:00:00
INV_000204,BILL_000085,104597,usd,paid,2023-05-13T00:00:00,2023-05-18T00:00:00
INV_000205,BILL_000085,393660,usd,paid,2023-06-12T00:00:00,2023-06-17T00:00:00
INV_000206,BILL_000086,67984,usd,open,2023-10-16T00:00:00,2023-10-21T00:00:00
INV_000207,BILL_000087,359887,usd,paid,2023-06-21T00:00:00,2023-06-26T00:00:00
INV_000208,BILL_000087,213584,usd,paid,2023-07-21T00:00:00,2023-07-26T00:00:00
INV_000209,BILL_000087,88593,usd,paid,2023-08-20T00:00:00,2023-08-25T00:00:00
INV_000210,BILL_000088,215307,usd,void,2022-04-01T00:00:00,2022-04-06T00:00:00
INV_000211,BILL_000088,97137,usd,void,2022-05-01T00:00:00,2022-05-06T00:00:00
INV_000212,BILL_000088,429633,usd,paid,2022-05-31T00:00:00,2022-06-05T00:00:00
INV_000213,BILL_000089,124295,usd,paid,2023-01-06T00:00:00,2023-01-11T00:00:00
INV_000214,BILL_000090,368356,usd,paid,2022-12-22T00:00:00,2022-12-27T00:00:00
INV_000215,BILL_000090,449905,usd,open,2023-01-21T00:00:00,2023-01-26T00:00:00
INV_000216,BILL_000091,459287,usd,void,2023-09-14T00:00:00,2023-09-19T00:00:00
INV_000217,BILL_000091,359278,usd,open,2023-10-14T00:00:00,
INV_000218,BILL_000091,356720,usd,paid,2023-11-13T00:00:00,2023-11-18T00:00:00
INV_000219,BILL_000091,114789,usd,paid,2023-12-13T00:00:00,2023-12-18T00:00:00
INV_000220,BILL_000092,344258,usd,open,2023-08-11T00:00:00,2023-08-16T00:00:00
INV_000221,BILL_000092,216173,usd,paid,2023-09-10T00:00:00,2023-09-15T00:00:00
INV_000222,BILL_000093,227131,usd,paid,2023-11-08T00:00:00,2023-11-13T00:00:00
INV_000223,BILL_000093,156738,usd,paid,2023-12-08T00:00:00,2023-12-13T00:00:00
INV_000224,BILL_000094,446523,usd,paid,2023-05-28T00:00:00,2023-06-02T00:00:00
INV_000225,BILL_000095,397784,usd,paid,2023-10-27T00:00:00,2023-11-01T00:00:00
INV_000226,BILL_000095,371377,usd,open,2023-11-26T00:00:00,
INV_000227,BILL_000095,183026,usd,open,2023-12-26T00:00:00,2023-12-31T00:00:00
INV_000228,BILL_000096,272838,usd,open,2023-11-23T00:00:00,2023-11-28T00:00:00
INV_000229,BILL_000096,249117,usd,paid,2023-12-23T00:00:00,2023-12-28T00:00:00
INV_000230,BILL_000096,459903,usd,open,2024-01-22T00:00:00,2024-01-27T00:00:00
INV_000231,BILL_000096,158918,usd,void,2024-02-21T00:00:00,2024-02-26T00:00:00
INV_000232,BILL_000097,486747,usd,paid,2023-04-14T00:00:00,
INV_000233,BILL_000097,48711,usd,paid,2023-05-14T00:00:00,2023-05-19T00:00:00
INV_000234,BILL_000098,390571,usd,paid,2023-03-09T00:00:00,2023-03-14T00:00:00
INV_000235,BILL_000098,194574,usd,open,2023-04-08T00:00:00,2023-04-13T00:00:00
INV_000236,BILL_000098,191602,usd,paid,2023-05-08T00:00:00,2023-05-13T00:00:00
INV_000237,BILL_000098,97306,usd,paid,2023-06-07T00:00:00,2023-06-12T00:00:00
INV_000238,BILL_000099,305029,usd,paid,2023-03-20T00:00:00,2023-03-25T00:00:00
INV_000239,BILL_000099,148171,usd,void,2023-04-19T00:00:00,2023-04-24T00:00:00
INV_000240,BILL_000100,462691,usd,open,2022-11-27T00:00:00,2022-12-02T00:00:00
INV_000241,BILL_000100,472113,usd,paid,2022-12-27T00:00:00,
INV_000242,BILL_000100,291047,usd,open,2023-01-26T00:00:00,2023-01-31T00:00:00
INV_000243,BILL_000100,188224,usd,paid,2023-02-25T00:00:00,2023-03-02T00:00:00
INV_000244,BILL_000101,400497,usd,open,2022-11-08T00:00:00,2022-11-13T00:00:00
INV_000245,BILL_000101,84263,usd,paid,2022-12-08T00:00:00,2022-12-13T00:00:00
INV_000246,BILL_000101,351402,usd,paid,2023-01-07T00:00:00,
INV_000247,BILL_000101,406777,usd,void,2023-02-06T00:00:00,2023-02-11T00:00:00
INV_000248,BILL_000102,26090,usd,open,2023-01-01T00:00:00,2023-01-06T00:00:00
INV_000249,BILL_000102,304608,usd,paid,2023-01-31T00:00:00,2023-02-05T00:00:00
INV_000250,BILL_000102,224833,usd,paid,2023-03-02T00:00:00,2023-03-07T00:00:00
INV_000251,BILL_000102,268328,usd,void,2023-04-01T00:00:00,2023-04-06T00:00:00
INV_000252,BILL_000103,44965,usd,paid,2023-07-08T00:00:00,2023-07-13T00:00:00
INV_000253,BILL_000104,114512,usd,open,2022-08-03T00:00:00,2022-08-08T00:00:00
INV_000254,BILL_000105,345858,usd,paid,2024-02-06T00:00:00,2024-02-11T00:00:00
INV_000255,BILL_000105,375176,usd,paid,2024-03-07T00:00:00,2024-03-12T00:00:00
INV_000256,BILL_000105,355690,usd,paid,2024-04-06T00:00:00,2024-04-11T00:00:00
INV_000257,BILL_000105,160471,usd,paid,2024-05-06T00:00:00,2024-05-11T00:00:00
INV_000258,BILL_000106,49790,usd,open,2024-03-07T00:00:00,2024-03-12T00:00:00
INV_000259,BILL_000106,322995,usd,paid,2024-04-06T00:00:00,2024-04-11T00:00:00
INV_000260,BILL_000107,405865,usd,paid,2024-03-02T00:00:00,2024-03-07T00:00:00
INV_000261,BILL_000108,319223,usd,paid,2022-07-05T00:00:00,2022-07-10T00:00:00
INV_000262,BILL_000108,472525,usd,open,2022-08-04T00:00:00,2022-08-09T00:00:00
INV_000263,BILL_000109,170356,usd,paid,2023-01-24T00:00:00,2023-01-29T00:00:00
INV_000264,BILL_000110,46878,usd,void,2023-08-31T00:00:00,2023-09-05T00:00:00
INV_000265,BILL_000111,391924,usd,open,2022-10-22T00:00:00,2022-10-27T00:00:00
INV_000266,BILL_000111,452787,usd,open,2022-11-21T00:00:00,2022-11-26T00:00:00
INV_000267,BILL_000111,131622,usd,void,2022-12-21T00:00:00,2022-12-26T00:00:00
INV_000268,BILL_000112,311591,usd,open,2024-03-16T00:00:00,2024-03-21T00:00:00
INV_000269,BILL_000112,284556,usd,paid,2024-04-15T00:00:00,2024-04-20T00:00:00
INV_000270,BILL_000112,115448,usd,paid,2024-05-15T00:00:00,2024-05-20T00:00:00
INV_000271,BILL_000113,55396,usd,void,2023-11-30T00:00:00,2023-12-05T00:00:00
INV_000272,BILL_000114,356990,usd,void,2024-03-20T00:00:00,2024-03-25T00:00:00
INV_000273,BILL_000114,442900,usd,paid,2024-04-19T00:00:00,2024-04-24T00:00:00
INV_000274,BILL_000115,366191,usd,open,2023-11-03T00:00:00,
INV_000275,BILL_000115,214047,usd,open,2023-12-03T00:00:00,2023-12-08T00:00:00
INV_000276,BILL_000115,341746,usd,open,2024-01-02T00:00:00,2024-01-07T00:00:00
INV_000277,BILL_000115,451211,usd,void,2024-02-01T00:00:00,2024-02-06T00:00:00
INV_000278,BILL_000116,298417,usd,paid,2023-01-05T00:00:00,2023-01-10T00:00:00
INV_000279,BILL_000116,160350,usd,paid,2023-02-04T00:00:00,2023-02-09T00:00:00
INV_000280,BILL_000116,352085,usd,paid,2023-03-06T00:00:00,2023-03-11T00:00:00
INV_000281,BILL_000116,62386,usd,void,2023-04-05T00:00:00,2023-04-10T00:00:00
INV_000282,BILL_000117,211760,usd,open,2023-02-26T00:00:00,2023-03-03T00:00:00
INV_000283,BILL_000117,97474,usd,paid,2023-03-28T00:00:00,2023-04-02T00:00:00
INV_000284,BILL_000118,442486,usd,paid,2022-09-16T00:00:00,2022-09-21T00:00:00
INV_000285,BILL_000118,256365,usd,void,2022-10-16T00:00:00,2022-10-21T00:00:00
INV_000286,BILL_000119,379279,usd,void,2023-02-01T00:00:00,2023-02-06T00:00:00
INV_000287,BILL_000119,80660,usd,paid,2023-03-03T00:00:00,
INV_000288,BILL_000120,273969,usd,void,2023-05-23T00:00:00,2023-05-28T00:00:00
INV_000289,BILL_000120,107360,usd,paid,2023-06-22T00:00:00,2023-06-27T00:00:00
INV_000290,BILL_000120,16783,usd,paid,2023-07-22T00:00:00,2023-07-27T00:00:00
INV_000291,BILL_000121,357283,usd,paid,2023-07-23T00:00:00,2023-07-28T00:00:00
INV_000292,BILL_000121,189098,usd,open,2023-08-22T00:00:00,2023-08-27T00:00:00
INV_000293,BILL_000121,494142,usd,open,2023-09-21T00:00:00,2023-09-26T00:00:00
INV_000294,BILL_000121,451202,usd,open,2023-10-21T00:00:00,2023-10-26T00:00:00
INV_000295,BILL_000122,196355,usd,open,2022-12-09T00:00:00,2022-12-14T00:00:00
INV_000296,BILL_000122,432975,usd,paid,2023-01-08T00:00:00,2023-01-13T00:00:00
INV_000297,BILL_000123,380774,usd,paid,2023-05-19T00:00:00,2023-05-24T00:00:00
INV_000298,BILL_000124,422796,usd,paid,2023-12-24T00:00:00,2023-12-29T00:00:00
INV_000299,BILL_000124,190522,usd,paid,2024-01-23T00:00:00,2024-01-28T00:00:00
INV_000300,BILL_000125,329039,usd,void,2023-07-26T00:00:00,2023-07-31T00:00:00
INV_000301,BILL_000126,408145,usd,open,2022-12-20T00:00:00,2022-12-25T00:00:00
